hsv_0,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_17,hsv_18,hsv_19,hsv_20,hsv_21,hsv_22,hsv_23,hsv_24,hsv_25,hsv_26,hsv_27,hsv_28,hsv_29,hsv_30,hsv_31,hsv_32,hsv_33,hsv_34,hsv_35,hsv_36,hsv_37,hsv_38,hsv_39,hsv_40,hsv_41,hsv_42,hsv_43,hsv_44,hsv_45,hsv_46,hsv_47,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,label
52.856,50.1488,39.08,31.9136,45.0848,66.72,101.024,86.7392,79.5632,35.7232,29.12,66.6944,11.3472,84.5536,57.8752,15.4608,90.1136,88.5424,26.5168,68.5792,97.0704,84.2688,24.3056,55.6832,8.2496,96.28,52.2112,11.6912,90.6096,70.2992,15.3776,70.2656,73.7104,69.3952,62.3472,41.9984,6.6704,115.9392,53.8288,7.1824,113.5168,52.3792,6.7216,109.3536,53.9264,71.392,95.2624,36.5328,8.0,148.0,57.0,907.0,3567.0,3182.0,482.0,452.0,996.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
26.88,61.2256,58.208,37.3408,38.2384,60.6096,117.4,78.2384,79.2832,31.8064,31.3296,65.4864,12.9488,82.7328,60.192,23.0912,81.5824,82.8448,36.144,62.4176,93.5488,89.7024,40.2032,50.2192,6.3792,97.24,62.8832,10.9824,91.88,68.7456,15.92,70.2096,71.6,80.96,92.7088,36.7744,7.0096,119.8304,54.992,6.9312,113.4448,52.032,6.2064,107.904,53.88,89.7888,123.1104,33.2464,16.0,113.0,49.0,958.0,3534.0,3231.0,492.0,409.0,1008.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
26.1568,58.6144,52.7984,31.5856,37.8704,59.664,107.3616,82.184,79.2112,22.9312,32.9568,67.1152,7.7472,81.008,56.6384,23.2064,82.4704,80.7744,31.0256,68.5088,97.4256,70.0672,29.2352,54.5168,8.0016,100.2752,58.4848,12.1088,94.552,69.4896,18.9872,70.3728,73.9104,75.9232,71.1632,41.0096,6.7152,117.9648,55.3792,7.1696,112.5488,52.376,6.9024,108.2848,53.9584,74.544,106.1888,35.6704,8.0,131.0,53.0,948.0,3586.0,3170.0,484.0,422.0,976.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
26.5584,59.2832,50.6784,31.7712,40.0352,61.2736,103.6464,84.6864,79.6208,24.7424,31.4048,66.1232,7.3504,83.2864,58.4288,17.9024,84.744,84.1776,26.4432,65.856,97.408,75.136,29.9872,53.9952,6.016,95.0048,59.2304,11.472,93.1392,68.92,16.5296,68.888,73.4544,74.2944,72.4976,40.968,6.8688,119.0416,54.52,6.6832,113.256,52.4544,5.2208,108.6464,54.3456,78.8704,105.384,36.96,15.0,128.0,56.0,945.0,3503.0,3284.0,469.0,400.0,983.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
24.5712,61.248,48.9776,38.6432,38.6784,57.0032,92.5728,87.616,82.0656,41.336,34.5568,69.2848,6.7184,84.6112,58.5744,16.9632,85.9552,80.2432,24.544,73.496,104.208,64.104,19.2656,60.056,6.112,94.7472,58.6384,11.6304,94.248,67.9664,14.3152,72.8464,76.1568,67.0288,50.7536,45.9792,6.7104,118.4752,55.2688,6.984,112.8464,52.5488,5.3184,109.5904,54.4656,64.912,87.5344,40.5184,9.0,124.0,42.0,890.0,3658.0,3241.0,526.0,417.0,929.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
19.1264,66.7136,43.0512,21.0208,42.6736,56.2096,76.4752,92.464,82.4656,59.4288,36.1344,70.1008,9.528,85.4304,56.1936,14.272,86.0288,79.0912,23.824,79.312,108.1008,51.288,18.8304,64.2816,7.3296,93.7648,53.0688,13.3248,96.7536,68.8896,15.0384,74.3856,78.3616,60.3984,25.8368,53.6512,6.9904,115.3984,56.3376,9.032,113.856,54.0816,6.2208,111.0592,56.2304,37.5264,75.1024,45.8144,19.0,168.0,75.0,933.0,3447.0,3099.0,516.0,443.0,1090.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
22.2352,64.016,53.6544,18.9408,42.2928,58.8512,98.2224,85.3328,81.2704,38.4848,36.0752,71.2096,13.0656,85.168,58.8768,16.1952,83.8944,81.464,28.4896,67.8448,99.3824,65.1504,17.6576,60.6848,6.1088,95.2288,60.0096,12.5696,95.5616,68.2288,14.512,70.6576,74.7056,91.8912,43.9216,49.8272,7.3424,120.6016,55.0256,8.0304,116.1472,52.3232,5.5264,109.248,54.1344,79.808,83.9296,42.7472,24.0,143.0,48.0,1006.0,3467.0,3146.0,490.0,478.0,973.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
23.344,61.2624,52.4592,19.2272,41.84,59.4192,74.3184,84.6656,80.6128,15.4784,37.1184,71.2304,12.2912,85.4448,57.9104,16.0192,85.0352,81.8928,28.152,67.6928,97.744,58.36,16.7216,61.168,6.92,96.24,58.64,13.216,97.6848,68.3632,15.8976,71.2272,74.2272,92.8608,40.952,50.896,7.3968,121.0672,54.792,8.0416,116.4944,52.2096,6.1136,108.4608,53.6016,78.1872,79.616,42.7696,19.0,147.0,53.0,1041.0,3395.0,3119.0,526.0,481.0,993.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
16.2288,62.2128,49.7424,21.1296,47.8768,64.84,75.7392,78.7184,76.9344,26.4816,36.2976,71.8512,9.7936,85.6944,57.2896,16.2752,88.9488,87.8,29.0368,61.5088,90.5152,61.5008,12.3808,62.4496,7.6448,98.7888,57.488,13.544,97.3744,69.7552,16.9648,74.9744,70.2352,71.7888,32.9856,51.8784,7.7184,121.7968,53.5488,8.128,117.832,51.9632,6.032,106.904,53.2752,67.2288,74.0544,43.8416,6.0,147.0,55.0,1003.0,3374.0,3118.0,529.0,509.0,1037.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
14.9696,64.4608,51.2416,27.9968,41.344,58.4864,76.6848,86.2128,80.6912,7.3744,39.2224,71.6432,25.9392,83.7136,57.9936,16.1072,87.2656,79.7216,22.3968,72.3536,102.2384,78.8,10.9504,64.096,6.664,97.1024,59.1168,13.1152,97.9632,68.2832,16.5056,78.9184,75.8592,32.6096,23.3872,58.0944,6.2032,116.1072,55.672,8.5776,116.8304,52.4976,5.9264,112.12,54.2688,15.7488,75.4016,51.1472,20.0,149.0,54.0,1003.0,3371.0,3065.0,578.0,485.0,1053.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
23.1792,63.056,59.6544,39.0176,37.64,55.3808,85.6624,78.4112,80.5552,9.1968,39.4144,71.2304,12.8064,81.0384,59.4928,19.2848,79.744,74.4192,23.976,72.2992,102.936,57.2736,13.8016,61.9344,5.6096,95.5552,64.0656,12.7712,99.3248,66.904,16.56,76.5056,75.7024,49.7744,26.7648,51.9264,5.8944,117.5504,56.3888,7.408,114.6304,52.3152,6.3008,112.5888,53.7984,53.7888,76.072,44.4048,15.0,126.0,58.0,1022.0,3504.0,3115.0,543.0,495.0,938.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
21.4688,57.976,57.3824,34.2768,36.9392,57.2432,86.264,77.08,78.8128,8.6656,37.6592,70.7408,9.7472,81.408,59.1024,18.2384,80.824,77.7472,25.6368,68.6496,98.1248,66.7856,18.5712,58.3408,6.2448,97.6064,63.0608,12.9856,99.1216,66.864,17.1648,75.0032,73.1392,62.8784,44.0224,46.5408,6.6256,119.9696,54.7376,8.104,117.7328,51.7712,6.36,110.616,53.0544,68.312,93.7728,39.2944,19.0,126.0,59.0,961.0,3517.0,3186.0,553.0,422.0,925.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
24.0704,60.072,57.856,35.9456,38.9968,58.9984,87.4288,78.192,79.3248,34.096,34.072,69.9808,14.1952,79.576,59.1648,22.7088,79.3216,78.4528,24.7696,69.0768,96.8656,73.92,20.928,55.9088,7.6528,96.4912,63.32,12.1632,98.36,67.3456,17.3248,73.384,73.2192,70.4368,51.32,43.3136,6.3936,118.0432,54.9152,7.9488,117.6368,51.9168,7.1168,108.9344,52.7152,76.272,101.5776,36.6096,15.0,124.0,49.0,939.0,3497.0,3340.0,463.0,443.0,929.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
29.9392,56.8688,52.3888,34.912,42.1584,60.3328,72.6432,81.1008,78.5952,36.1664,34.8832,68.744,16.936,78.048,57.0624,21.9184,79.96,80.7184,25.136,69.7744,97.8608,75.1152,23.6832,54.6656,9.1552,96.776,59.8272,12.648,97.1648,68.888,18.1008,71.152,74.3008,82.5184,55.872,41.8512,6.7616,116.1392,54.4976,8.4096,118.1568,52.2224,8.616,108.1104,52.648,78.9536,105.2768,34.8144,20.0,120.0,65.0,932.0,3503.0,3297.0,508.0,414.0,949.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
36.0544,56.2288,49.8224,44.0192,40.3488,58.2016,90.3408,86.5776,80.9136,43.9856,33.0464,67.232,12.4192,77.3408,56.3328,28.9616,77.12,77.9984,21.2896,73.0048,104.1728,74.1968,28.248,52.2432,6.1216,96.2656,58.1456,12.312,96.776,68.9792,16.9232,72.9952,77.3888,81.7536,68.5312,39.5536,6.488,112.6528,55.5312,8.504,115.6176,53.0672,9.2352,109.1408,53.552,84.6256,113.8192,31.0128,4.0,111.0,46.0,871.0,3742.0,3389.0,499.0,379.0,827.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
26.2592,61.696,60.688,42.8496,39.8192,57.7936,99.16,75.872,79.7024,36.7376,34.6192,65.792,17.48,79.7312,59.92,37.5792,74.4512,76.7728,24.144,67.9328,98.832,83.288,46.4112,47.3776,6.3632,94.5632,64.6912,11.2272,93.7376,68.0144,15.7472,70.4128,75.5936,90.8736,97.3248,34.5312,6.2352,113.888,55.3584,7.9008,116.032,52.616,7.7776,105.5392,53.1776,96.4304,132.3232,27.1712,15.0,138.0,65.0,923.0,3550.0,3259.0,505.0,404.0,945.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
24.1648,61.1216,62.512,40.3536,37.9632,56.2672,102.2832,74.32,79.6912,31.0896,34.8448,68.0016,25.5504,77.8816,56.768,41.768,67.8048,71.4928,27.5712,72.688,98.5264,79.472,36.5904,50.1568,4.7888,95.1296,63.3296,11.76,95.1824,69.9232,17.4208,66.1744,79.5424,97.552,86.0384,37.856,5.952,109.7408,56.8512,9.0272,114.8336,53.3936,6.9312,103.0352,54.7136,95.3664,127.64,28.7632,6.0,102.0,58.0,921.0,3606.0,3363.0,448.0,383.0,960.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
32.9904,61.0768,59.2416,44.2144,38.992,58.4752,93.7696,75.4912,78.5952,34.4256,35.0112,64.8624,20.2144,80.1312,58.5504,28.648,73.3952,77.7904,27.1632,67.7584,96.7648,86.232,54.1664,45.2752,4.4624,93.4384,63.2096,12.2752,95.3376,68.832,19.4832,65.8912,74.72,103.3904,108.7152,33.9744,6.6832,113.2928,54.6704,9.2608,117.3888,51.7632,7.0896,102.5776,52.1136,97.5776,141.384,26.296,21.0,142.0,65.0,976.0,3548.0,3225.0,498.0,360.0,965.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
23.1904,60.672,62.0864,35.2832,37.5712,57.416,100.5584,73.328,79.5744,31.2656,34.5392,67.4192,29.4656,76.76,56.0064,35.368,67.8688,72.1136,31.2432,68.8576,97.0672,80.0512,45.064,48.8464,4.6688,91.4272,62.8064,12.5216,96.0752,70.8432,17.6656,65.8576,79.6448,102.5168,95.9936,36.1488,7.0768,107.1744,57.224,7.896,111.7696,53.952,6.4832,100.4544,55.2224,95.1808,132.3744,27.4432,23.0,129.0,61.0,990.0,3595.0,3239.0,521.0,407.0,860.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
28.3536,61.4928,60.0752,39.8704,38.5008,57.2496,94.4496,77.0768,79.5328,37.4128,35.5616,65.2864,22.5264,78.3344,57.6688,30.4992,72.8256,74.4576,27.6336,67.8928,98.9856,82.9712,50.1888,46.7232,5.3968,91.688,62.9952,12.1088,95.3248,69.296,17.0016,67.1184,77.6192,102.3104,106.0144,34.016,5.9232,110.2064,55.8576,7.6976,113.6992,52.7904,5.608,99.0736,53.4624,98.9024,138.6864,26.552,15.0,141.0,60.0,947.0,3561.0,3231.0,500.0,373.0,969.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
33.296,60.0144,55.296,39.7376,40.312,54.4064,92.3296,84.4944,81.4256,48.9904,33.4288,65.6208,8.6512,84.472,57.656,19.8768,80.2816,74.7664,24.3088,75.7472,105.5696,82.5776,42.5088,49.6704,13.1088,90.936,61.0176,12.4144,97.1536,67.1296,16.2624,72.4352,77.5232,88.4,96.4432,35.9392,4.3776,106.7104,55.4448,6.7424,112.192,52.504,6.7376,105.408,52.9264,76.6752,134.1456,27.6768,14.0,128.0,67.0,970.0,3595.0,3225.0,502.0,405.0,882.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
31.072,58.8,56.1936,41.0064,37.8448,53.3744,89.0864,86.5568,83.1376,57.7168,36.2176,67.8112,10.3936,83.4256,57.1952,22.6016,77.2992,71.7152,22.5312,80.16,108.6816,77.7712,33.5568,52.9744,11.1312,90.888,61.1376,12.4672,97.3456,67.232,15.912,74.8352,80.0288,85.9872,80.3792,38.6128,4.5488,103.2192,57.3392,7.0224,110.44,53.6912,6.872,105.2096,54.4592,86.0224,118.7216,30.3024,11.0,115.0,48.0,892.0,3814.0,3286.0,527.0,374.0,786.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
29.3872,60.3984,60.3328,37.576,38.5616,55.0864,99.2592,81.0832,80.928,47.5008,35.76,65.2832,17.1232,83.5088,59.9824,24.416,76.344,74.4624,25.6704,71.9072,102.648,88.232,53.4864,47.7456,22.8272,92.408,64.5472,13.7424,98.1872,67.2416,17.2976,72.6464,76.7248,94.6912,109.5744,34.736,4.7536,108.1104,55.7104,6.6336,112.3072,52.568,6.936,105.3536,52.9168,100.2736,139.6544,27.1536,18.0,123.0,63.0,1021.0,3635.0,3133.0,491.0,433.0,876.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
35.4864,57.7632,52.7968,32.04,40.464,58.1008,87.0592,82.3568,79.7792,46.8208,34.8464,63.0848,10.8128,83.8,57.5504,21.0656,81.1344,78.7632,24.3024,69.5968,100.2784,87.9456,58.7424,46.0752,18.5232,91.4736,60.488,12.4976,97.568,68.3136,17.7296,67.9792,75.1984,94.7936,114.4064,33.5328,6.1456,112.9056,54.4896,7.7856,115.2256,52.2592,6.832,103.6976,52.4784,102.9824,142.6976,26.0032,19.0,140.0,61.0,983.0,3592.0,3149.0,530.0,429.0,857.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
35.4864,57.7632,52.7968,32.04,40.464,58.1008,86.9072,82.2016,79.9552,64.8064,35.5568,63.0208,10.8128,83.8,57.5504,21.0656,81.1344,78.7632,25.664,68.8288,100.352,96.0864,61.384,46.1984,18.5232,91.4736,60.488,12.4976,97.568,68.3136,19.5184,67.7296,75.3888,100.6592,117.2064,33.736,6.1312,112.7184,54.6752,7.4224,114.3328,52.4512,12.6928,103.424,52.6016,115.3088,144.3408,26.472,12.0,141.0,62.0,964.0,3597.0,3198.0,523.0,401.0,875.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
55.8016,51.4048,40.8352,38.232,39.3216,56.8544,61.2544,90.616,82.6128,76.1952,29.816,63.968,9.6864,84.5984,56.7888,17.2576,86.7056,80.6096,21.1328,77.5824,108.2672,89.6336,40.9584,51.88,22.7152,90.16,54.5488,13.032,96.3568,69.1856,16.6016,68.76,77.9456,91.384,85.5472,37.968,6.112,109.1792,55.1024,8.352,112.7232,52.9728,7.7328,106.5712,53.3136,100.2864,117.864,30.0752,13.0,142.0,76.0,916.0,3569.0,3319.0,529.0,400.0,834.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
25.6224,59.6144,61.0272,28.9632,38.3952,56.2096,88.7616,73.4832,79.4592,34.8608,31.5808,62.0192,23.2352,80.864,56.4528,33.224,71.5984,72.5744,33.4736,71.2448,98.5136,86.2864,71.5488,44.5536,9.9264,100.0224,62.2096,13.328,100.6304,70.1536,22.5248,65.9104,78.4512,99.1008,128.1168,32.2592,8.104,118.0608,56.3488,7.8352,114.6448,52.9248,10.6496,103.8544,53.616,112.3616,148.0464,25.032,15.0,124.0,50.0,909.0,3552.0,3296.0,491.0,396.0,951.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
24.5776,62.5552,64.064,30.64,37.4912,53.9136,93.8192,74.816,80.136,41.3296,34.4544,63.512,20.6032,84.1696,59.5696,32.8928,71.9424,70.5264,26.9872,71.4496,101.0176,89.1232,65.1088,44.5264,8.1776,101.2064,65.9936,13.5456,99.3344,67.8976,20.8064,68.12,77.8416,99.0912,124.4848,32.064,8.3744,120.6464,56.3968,7.4816,114.832,52.6624,8.6272,104.4784,52.7184,101.848,153.3264,24.6288,25.0,147.0,65.0,1009.0,3660.0,3056.0,524.0,397.0,852.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
49.496,53.584,44.8704,40.496,40.6336,60.7968,91.768,84.5216,80.3296,46.16,32.0288,59.2912,8.4352,83.3104,56.8048,20.0224,86.2112,83.4352,28.024,71.1904,100.5856,84.1456,74.712,43.584,5.8032,95.7232,56.712,11.9536,97.2496,69.1488,17.8576,68.6048,74.5392,98.8352,116.7776,30.4288,8.0048,119.9104,54.0224,7.1184,114.9552,52.2576,7.272,105.1648,51.7968,84.3392,142.5936,23.816,10.0,118.0,52.0,968.0,3686.0,3107.0,585.0,409.0,918.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
49.496,53.584,44.8704,40.496,40.6336,60.7968,90.8464,84.584,80.3504,49.1568,31.7424,59.368,8.4352,83.3104,56.8048,20.0224,86.2112,83.4352,25.6384,70.3728,100.4096,83.0352,63.5296,43.16,5.8032,95.7232,56.712,11.9536,97.2496,69.1488,17.8128,68.3152,74.52,98.9968,115.6144,30.4064,8.0048,119.9104,54.0224,7.1184,114.9552,52.2576,7.272,105.1648,51.7968,84.3392,142.5936,23.816,10.0,123.0,48.0,965.0,3652.0,3139.0,578.0,397.0,940.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
49.496,53.584,44.8704,40.496,40.6336,60.7968,91.768,84.5216,80.3296,46.16,32.0288,59.2912,8.4352,83.3104,56.8048,20.0224,86.2112,83.4352,28.024,71.1904,100.5856,84.1456,74.712,43.584,5.8032,95.7232,56.712,11.9536,97.2496,69.1488,17.6048,67.1536,74.5392,97.5488,114.0416,30.1664,8.0048,119.9104,54.0224,7.1184,114.9552,52.2576,6.9968,104.6016,51.7968,83.3504,141.2592,23.7168,12.0,117.0,51.0,955.0,3684.0,3100.0,591.0,405.0,941.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
34.392,59.8144,59.168,40.0976,39.4928,58.4128,77.6544,74.528,78.1648,39.4672,40.8912,56.7744,11.2032,84.296,61.8432,22.7904,79.896,80.4592,28.9696,63.584,93.3776,92.7408,96.1824,37.5776,6.5904,99.7088,64.3232,12.2368,96.016,66.2608,20.0704,65.8656,69.2272,102.3392,136.84,26.1424,8.0048,120.9712,54.1712,6.8656,116.8736,52.3632,10.472,100.2576,51.3184,102.4016,163.6896,20.7024,21.0,150.0,65.0,995.0,3438.0,3008.0,519.0,408.0,1120.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
34.952,57.4416,56.5104,36.7008,39.1168,59.456,81.464,76.2752,78.5184,30.3104,37.4896,59.1216,14.9312,79.88,57.6912,23.3776,77.9472,80.1024,26.6496,65.4592,94.96,90.4528,82.6048,39.2704,6.6864,99.008,60.952,12.864,94.976,68.872,18.9472,66.4048,72.0912,97.2864,131.1104,27.7264,8.104,120.2752,54.6224,7.224,116.2848,52.5824,7.6,104.6944,51.624,96.4192,158.8784,21.3008,25.0,141.0,78.0,974.0,3485.0,3105.0,509.0,431.0,1015.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
30.6752,59.5072,60.984,35.9376,37.984,58.7056,84.768,71.7344,78.2032,34.4704,38.2608,58.7648,14.9776,81.0832,59.9632,26.1904,75.7632,79.4928,28.0144,63.288,91.752,92.3488,91.4432,37.4544,6.256,99.1184,63.9728,12.6672,94.7488,68.3328,20.7376,63.3472,70.0704,100.96,143.6752,26.0864,8.0624,121.0624,54.7232,8.4576,123.2608,52.3184,7.1184,102.3184,51.0144,99.44,166.624,20.5248,15.0,139.0,67.0,1025.0,3500.0,2973.0,531.0,407.0,1109.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
24.6864,59.6176,60.1456,33.8352,40.2384,58.5888,84.3248,70.216,77.3344,34.3936,36.5728,57.7216,12.848,80.9888,58.5776,25.4672,76.416,79.0928,28.1824,63.3472,91.6704,90.9872,92.7744,36.6,6.6048,100.0096,63.2816,12.9488,95.7152,68.3184,23.5184,62.2448,69.7744,101.6144,140.2736,25.96,8.4336,121.9328,54.4176,8.4576,123.2608,52.3184,7.6752,101.1376,50.472,94.488,164.4928,19.9168,15.0,147.0,62.0,1042.0,3457.0,2992.0,530.0,411.0,1100.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
33.0704,58.008,55.4944,25.224,41.464,62.2208,91.112,73.1744,77.1376,40.2096,37.5632,55.9632,15.0992,76.0768,56.848,21.0272,81.872,84.104,31.328,63.5408,89.9472,95.7104,96.968,35.7392,6.4096,96.944,60.0976,13.1984,94.7872,69.176,22.9808,60.896,67.7392,102.3936,155.8448,25.8128,8.6784,121.2608,53.3616,9.4672,123.1952,51.56,8.56,99.1936,49.5136,101.3264,172.5472,20.0176,13.0,155.0,78.0,978.0,3490.0,2993.0,512.0,415.0,1122.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
32.3376,58.6752,56.344,26.5744,40.664,60.3552,92.9392,75.1056,78.3104,34.5936,34.3344,58.408,16.7936,74.8176,56.2576,22.2816,79.3008,80.6304,28.4608,64.7536,93.6928,92.608,80.9056,37.8064,6.3712,97.1088,60.0816,13.3472,94.6128,69.2288,22.496,62.2976,70.8624,98.936,141.2896,27.3904,8.5488,119.4784,53.9632,9.6112,122.6448,51.7904,8.7952,103.0944,50.6064,96.3984,162.6272,20.9936,17.0,145.0,73.0,995.0,3455.0,3060.0,503.0,396.0,1114.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
35.8064,58.0368,55.552,25.0,41.4128,62.3872,91.6304,73.016,77.128,40.7632,37.6272,55.9664,14.9872,75.8592,56.8416,21.0272,81.872,84.104,32.4736,60.3776,89.7712,98.416,95.6,35.5984,6.4096,96.944,60.0976,13.1984,94.7872,69.176,23.7904,60.3296,67.7264,102.8288,152.2752,25.7824,8.6672,121.2288,53.3568,9.4784,123.2288,51.5456,8.5344,99.2592,49.52,101.384,171.5184,20.0288,13.0,158.0,74.0,982.0,3498.0,2995.0,508.0,425.0,1118.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
35.4624,59.0528,54.5088,29.7712,41.8096,58.408,84.3024,79.5872,79.0176,37.1168,33.4528,58.848,12.3568,77.5888,56.8672,20.2368,80.6288,78.7472,27.0768,69.304,97.8576,95.7328,74.912,40.2464,6.2928,97.0912,60.2848,13.1264,94.656,67.5136,21.3664,66.3136,72.048,95.2432,132.8064,28.7008,8.5264,119.6864,53.8176,9.5888,123.0368,51.6144,8.8576,105.6464,50.9088,89.8752,153.6224,22.1824,14.0,152.0,57.0,996.0,3627.0,2990.0,478.0,423.0,1014.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
28.7024,59.6864,61.7344,29.9008,39.792,58.4,104.5984,72.552,78.7696,45.2048,31.6256,59.7088,20.1216,77.5968,58.488,23.1216,73.8352,77.136,27.5952,67.7296,95.1968,89.7872,80.8576,38.4144,5.4672,98.8576,63.8768,11.4784,97.1152,69.8688,20.2976,64.9936,73.1872,101.064,141.1552,27.6176,7.9888,119.5856,55.216,8.2784,120.2,52.5776,8.5296,104.3216,51.736,103.6656,160.5536,21.2544,20.0,131.0,70.0,939.0,3585.0,3076.0,490.0,410.0,1057.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
33.2256,60.0144,59.7728,32.1776,40.2544,58.3248,98.9056,75.3472,78.5216,42.912,34.9024,55.032,14.6928,81.2,59.736,19.9984,79.1504,79.24,28.408,69.0288,95.472,88.1152,93.4208,35.8048,5.5792,99.5856,63.856,11.056,97.4336,68.0496,17.6496,68.6832,70.4128,99.9776,154.5552,25.4192,8.5056,123.1264,54.1104,8.2304,121.3696,51.8576,8.3056,107.6944,50.8352,100.5248,167.112,20.192,16.0,133.0,68.0,968.0,3478.0,3096.0,526.0,427.0,1074.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
35.528,58.6592,54.8736,33.5536,40.1792,57.4416,77.5168,82.9648,79.776,67.9728,32.4128,55.8496,15.2288,79.9344,56.5216,20.4,78.3008,77.6368,25.0832,74.4784,100.7456,88.5552,79.584,37.9072,5.7392,99.312,60.4464,11.12,97.4016,69.48,16.2784,71.1424,74.5936,100.4544,138.8656,27.5152,7.984,118.848,54.9712,7.8912,120.9312,52.9136,9.1776,108.7616,51.8944,97.1216,153.456,21.9296,16.0,113.0,67.0,1014.0,3527.0,3137.0,449.0,475.0,1029.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
39.168,58.2576,52.2,35.9744,40.8832,57.0672,70.9584,82.9552,79.5008,60.6832,37.3328,49.992,7.7088,85.4064,57.8304,17.6864,86.168,79.4096,27.1344,75.4768,99.4288,89.0592,96.8304,34.1296,6.3072,101.5808,60.4928,11.3536,100.9568,67.9728,17.4208,75.3616,72.048,100.2336,155.3408,24.2928,8.4144,122.0496,53.776,8.9312,125.728,52.1072,7.4624,107.8592,50.4656,105.848,166.8192,19.7744,13.0,134.0,83.0,931.0,3431.0,3152.0,450.0,417.0,1176.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
27.056,62.0272,64.1648,30.4784,39.3712,54.512,86.232,75.984,80.9824,90.3536,32.696,57.2656,25.0048,75.0688,55.9328,28.3984,68.1168,67.5408,22.264,78.8512,101.1808,88.3408,77.3712,36.9776,6.336,101.8784,63.3232,11.824,100.6528,70.5632,16.984,72.1632,81.032,101.3024,133.48,27.2448,7.184,112.4224,59.032,8.7104,120.224,55.7488,7.3904,103.7424,55.2352,107.6992,156.5488,21.1984,13.0,127.0,70.0,935.0,3692.0,3172.0,451.0,387.0,974.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
38.456,62.24,59.4576,37.2048,39.8608,53.6608,71.7632,84.192,81.6592,94.6256,46.752,49.9568,13.5152,81.5504,59.0432,19.8256,78.9344,72.9712,23.2016,79.0736,104.0048,92.6272,105.4208,32.2928,5.9456,101.5184,63.7376,11.0128,99.2448,67.8288,15.9296,72.6432,75.824,104.464,152.0576,24.3296,7.7328,119.3856,56.2368,8.9488,124.4592,53.0336,11.6368,103.8112,51.0384,98.6448,166.8672,18.3968,13.0,110.0,73.0,938.0,3511.0,3270.0,451.0,390.0,1083.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,freeway
